epoch,train_loss,train_accuracy(%),val_loss,val_accuracy(%)
1,3.5030527841001198,6.083025071927661,3.6454780620077383,5.842391304347826
2,3.3610770950286026,9.288943690916565,3.622634576714557,6.25
3,3.290081823504221,10.028771064529387,3.5895107207090957,6.657608695652174
4,3.2458709321098467,11.261816687217427,3.57019217117973,7.744565217391305
5,3.191978770031441,11.837237977805179,3.5084373847298,9.782608695652174
6,3.160052352220102,13.02918207973695,3.536516946295033,8.423913043478262
7,3.1086617745933736,15.248664200575421,3.5003731354423193,8.831521739130435
8,3.0840494361278505,14.919852034525277,3.507627590842869,10.054347826086957
9,3.052354721781946,16.11179613645705,3.476195542708687,12.907608695652174
10,3.046882307583346,15.248664200575421,3.4078045616979185,13.58695652173913
11,2.972110065569174,17.632552404438965,3.45651652501977,11.548913043478262
12,2.952344268817643,18.33127825729552,3.506787341573964,10.869565217391305
13,2.91573758189981,19.235511713933416,3.4710574253745703,11.548913043478262
14,2.8976476578569392,19.646526921496097,3.3774255773295527,15.217391304347826
15,2.8554949840791815,20.18084669132758,3.382887384165888,13.58695652173913
16,2.849350731313057,21.00287710645294,3.2555252469104268,15.48913043478261
17,2.8029213844382417,22.19482120838471,3.379219863725745,14.266304347826088
18,2.7717876543099136,23.099054665022607,3.3442673475846,15.217391304347826
19,2.7310485197005328,24.619810933004523,3.3279965131179146,15.896739130434783
20,2.7182699933348005,24.0032881216605,3.2861864152161973,16.57608695652174
21,2.682413943549806,25.400739827373613,3.220760998518571,17.934782608695652
22,2.6664187903272922,25.400739827373613,3.247366708257924,17.119565217391305
23,2.64075299363738,27.0859021783806,3.211769218030183,19.429347826086957
24,2.5986497897059153,28.52445540484998,3.089859558188397,20.92391304347826
25,2.5991901365563157,27.003699136868065,3.0553773071454917,19.83695652173913
26,2.601770378854409,26.757090012330455,3.2134299589240034,14.673913043478262
27,2.5499843178195225,28.853267570900123,3.136949860531351,18.206521739130434
28,2.5296056510683838,29.428688861487874,3.181542158126831,19.157608695652176
29,2.551222911941334,28.401150842581174,3.0161914514458696,21.467391304347824
30,2.4954046885564503,28.360049321824906,3.083062037177708,20.244565217391305
31,2.4706601643826898,30.291820797369503,3.092501225678817,19.565217391304348
32,2.4561994270782534,30.004110152075626,3.071060833723649,19.972826086956523
33,2.44170222045265,31.11385121249486,2.961583935696146,22.01086956521739
34,2.435683707861659,32.1002877106453,3.17043253649836,19.429347826086957
35,2.3867015256540696,32.79901356350185,3.3150712925454844,19.70108695652174
36,2.3784938681728303,32.63460748047678,3.0442024935846743,22.14673913043478
37,2.327678168501033,34.97739416358405,3.0770867803822393,22.418478260869566
38,2.315058028114905,35.63501849568434,3.0434071292047915,20.380434782608695
39,2.3335898854435593,33.08672420879572,3.018061057381008,21.73913043478261
40,2.298982682563227,35.47061241265927,2.9983896379885464,20.108695652173914
41,2.289871873945745,35.55281545417181,2.8465439236682393,22.82608695652174
42,2.2550299474353217,35.75832305795314,2.8986409850742505,24.72826086956522
43,2.2583589116781275,36.04603370324702,3.0469699631566587,20.92391304347826
44,2.2600873329979474,35.182901767365394,2.8140504982160484,24.04891304347826
45,2.250155800122858,35.84052609946568,3.2658190519913384,22.14673913043478
46,2.1977784819824433,37.97780517879161,2.7506153687186865,25.815217391304348
47,2.194039193681371,36.70365803534731,2.820830013441003,24.456521739130434
48,2.161757264958455,39.99177969584875,2.793980246004851,23.505434782608695
49,2.155243983153105,39.293053842992194,2.8728344440460205,25.27173913043478
50,2.1519393223183565,37.64899301274147,2.8411562650100044,23.369565217391305
51,2.1464253567492966,38.799835593916974,2.743050305739693,24.592391304347824
52,2.1252306056424417,40.11508425811755,2.8562501617099927,23.91304347826087
53,2.0958974666179966,40.4438964241677,2.8794995287190313,24.592391304347824
54,2.089494095091657,40.27949034114262,2.7937060231747837,27.717391304347824
55,2.073537471605043,42.252363337443484,2.800466133200604,25.543478260869566
56,2.058310759983776,40.5672009864365,3.0202400891677192,22.418478260869566
57,2.07475986355281,39.745170571311135,2.8079583126565684,25.679347826086957
58,2.0417622929975616,39.95067817509248,2.6793161267819614,31.793478260869566
59,2.053999256019577,41.38923140156186,2.9163582532302192,24.456521739130434
60,2.0105204906573375,42.252363337443484,2.8490485730378525,27.85326086956522
61,2.002873989470545,42.21126181668722,3.2139352197232456,21.195652173913043
62,2.031089326848329,40.77270859021784,2.8379594450411587,26.494565217391305
63,1.9849143342818931,42.58117550349363,2.8341457740120264,26.358695652173914
64,1.9473161281894569,43.6498150431566,2.815146840136984,24.184782608695652
65,1.9501023422873074,42.99219071105631,2.8064143139383066,28.940217391304348
66,1.9498319563138549,43.7731196054254,2.8118018378382144,26.630434782608695
67,1.9641026809682975,44.10193177147554,2.676786941030751,30.570652173913043
68,1.9269066793753,44.14303329223181,2.700696271398793,26.766304347826086
69,1.9785348569420793,42.6222770242499,2.5555056748182876,29.347826086956523
70,1.9320132190486408,43.7731196054254,2.6523000883019487,30.570652173913043
71,1.8798471375154557,45.8281956432388,2.75032987801925,29.21195652173913
72,1.8754251678441711,44.636251541307026,2.647960294847903,29.619565217391305
73,1.8949480856390974,45.04726674886971,3.1335969385893447,21.60326086956522
74,1.8518773683343364,45.78709412248253,2.6467560996179995,29.07608695652174
75,1.8096096573471778,47.10234278668311,2.56329724063044,33.016304347826086
76,1.8417676703409556,46.691327579120426,2.869565538738085,26.902173913043477
77,1.8664342452604683,45.088368269625974,2.7003171547599463,26.630434782608695
78,1.844142559277291,45.17057131113851,2.659252996030061,31.38586956521739
79,1.8020443851644985,46.362515413070284,2.623128621474556,30.842391304347824
80,1.7993999346753868,47.51335799424579,2.668535989263783,31.793478260869566
81,1.8044348331424762,48.49979449239622,2.514333268870478,30.29891304347826
82,1.8016210380425632,47.55445951500206,3.027964519417804,25.27173913043478
83,1.782163473984561,48.17098232634608,2.613309808399366,31.11413043478261
84,1.7540260043302975,49.69173859432799,2.458425672157951,34.375
85,1.7430845047777883,49.404027949034116,2.5845890563467275,30.29891304347826
86,1.7642934352735213,47.8832716810522,3.4464064473691196,24.592391304347824
87,1.7121820202885074,49.979449239621864,2.6611530780792236,30.570652173913043
88,1.744248614407252,48.006576243321,2.5076153485671333,33.15217391304348
89,1.726245317447347,49.81504315659679,3.008961055589759,26.494565217391305
90,1.7372883282421157,49.77394163584053,2.652464509010315,29.21195652173913
